Geneid,ensembl_gene_id,hgnc_symbol
ENSG00000251235.3,ENSG00000251235,SNRPCP2
ENSG00000251237.1,ENSG00000251237,B3GNTL1P1
ENSG00000251243.1,ENSG00000251243,
ENSG00000251257.2,ENSG00000251257,
ENSG00000251261.4,ENSG00000251261,OR7H2P
ENSG00000251279.1,ENSG00000251279,SMIM15-AS1
ENSG00000251281.1,ENSG00000251281,
ENSG00000251293.1,ENSG00000251293,
ENSG00000251294.1,ENSG00000251294,
ENSG00000251297.1,ENSG00000251297,TUBB7P
ENSG00000251303.1,ENSG00000251303,CAB39P1
ENSG00000251306.1,ENSG00000251306,NDUFB4P2
ENSG00000251307.1,ENSG00000251307,
ENSG00000251310.1,ENSG00000251310,
ENSG00000251311.1,ENSG00000251311,LINC02214
ENSG00000251314.2,ENSG00000251314,
ENSG00000251320.1,ENSG00000251320,
ENSG00000251324.1,ENSG00000251324,LINC01386
ENSG00000251330.3,ENSG00000251330,
ENSG00000251336.1,ENSG00000251336,TEMN3-AS1
ENSG00000251340.1,ENSG00000251340,MTCYBP35
ENSG00000251342.1,ENSG00000251342,
ENSG00000251348.1,ENSG00000251348,HSPD1P11
ENSG00000251352.1,ENSG00000251352,
ENSG00000251356.1,ENSG00000251356,RAB5CP2
ENSG00000251359.4,ENSG00000251359,WWC2-AS2
ENSG00000251360.2,ENSG00000251360,KHDC1P1
ENSG00000251361.1,ENSG00000251361,
ENSG00000251366.1,ENSG00000251366,DBIP2
ENSG00000251367.1,ENSG00000251367,
ENSG00000251368.1,ENSG00000251368,
ENSG00000251370.1,ENSG00000251370,SEMA5A-AS1
ENSG00000251371.1,ENSG00000251371,
ENSG00000251374.1,ENSG00000251374,
ENSG00000251376.1,ENSG00000251376,
ENSG00000251380.3,ENSG00000251380,DCANP1
ENSG00000251387.1,ENSG00000251387,
ENSG00000251389.1,ENSG00000251389,YTHDF1P1
ENSG00000251395.1,ENSG00000251395,FTH1P9
ENSG00000251400.1,ENSG00000251400,ALDH7A1P1
ENSG00000251405.3,ENSG00000251405,
ENSG00000251409.1,ENSG00000251409,
ENSG00000251414.1,ENSG00000251414,
ENSG00000251416.1,ENSG00000251416,
ENSG00000251419.1,ENSG00000251419,
ENSG00000251421.2,ENSG00000251421,
ENSG00000251426.1,ENSG00000251426,
ENSG00000251433.1,ENSG00000251433,CCNHP1
ENSG00000251435.1,ENSG00000251435,C1GALT1P2
ENSG00000251446.1,ENSG00000251446,
ENSG00000251453.1,ENSG00000251453,HAUS1P1
ENSG00000251456.1,ENSG00000251456,
ENSG00000251458.1,ENSG00000251458,
ENSG00000251467.1,ENSG00000251467,
ENSG00000251476.2,ENSG00000251476,MTCO1P31
ENSG00000251477.1,ENSG00000251477,
ENSG00000251478.1,ENSG00000251478,
ENSG00000251487.1,ENSG00000251487,
ENSG00000251490.1,ENSG00000251490,
ENSG00000251495.1,ENSG00000251495,PPIAP11
ENSG00000251504.1,ENSG00000251504,LINC01099
ENSG00000251506.1,ENSG00000251506,
ENSG00000251513.2,ENSG00000251513,LIX1-AS1
ENSG00000251515.1,ENSG00000251515,CCDC11P1
ENSG00000251518.1,ENSG00000251518,LINC02110
ENSG00000251532.1,ENSG00000251532,
ENSG00000251542.1,ENSG00000251542,LINC01957
ENSG00000251543.1,ENSG00000251543,LINC02230
ENSG00000251544.1,ENSG00000251544,MTND5P12
ENSG00000251545.2,ENSG00000251545,
ENSG00000251548.1,ENSG00000251548,
ENSG00000251549.2,ENSG00000251549,
ENSG00000251552.1,ENSG00000251552,COQ10BP2
ENSG00000251553.1,ENSG00000251553,DDX18P4
ENSG00000251556.1,ENSG00000251556,
ENSG00000251566.1,ENSG00000251566,HMGB1P35
ENSG00000251568.1,ENSG00000251568,ALG3P1
ENSG00000251573.2,ENSG00000251573,LINC02106
ENSG00000251583.1,ENSG00000251583,MFFP2
ENSG00000251585.1,ENSG00000251585,
ENSG00000251591.2,ENSG00000251591,
ENSG00000251593.1,ENSG00000251593,MSNP1
ENSG00000251597.1,ENSG00000251597,RPL37P25
ENSG00000251599.1,ENSG00000251599,
ENSG00000251601.1,ENSG00000251601,
ENSG00000251604.1,ENSG00000251604,LINC01385
ENSG00000251605.1,ENSG00000251605,
ENSG00000251608.2,ENSG00000251608,OR12D1
ENSG00000251616.1,ENSG00000251616,
ENSG00000251619.1,ENSG00000251619,LINC02508
ENSG00000251623.2,ENSG00000251623,
ENSG00000251627.1,ENSG00000251627,
ENSG00000251634.2,ENSG00000251634,NAIPP4
ENSG00000251643.1,ENSG00000251643,
ENSG00000251648.2,ENSG00000251648,
ENSG00000251654.2,ENSG00000251654,
ENSG00000251656.1,ENSG00000251656,PRELID3BP5
ENSG00000251663.1,ENSG00000251663,SUMO2P5
ENSG00000251666.1,ENSG00000251666,ZNF346-IT1
ENSG00000251667.1,ENSG00000251667,BRCC3P1
ENSG00000251668.2,ENSG00000251668,
ENSG00000251670.1,ENSG00000251670,
ENSG00000251675.1,ENSG00000251675,
ENSG00000251678.1,ENSG00000251678,
ENSG00000251682.1,ENSG00000251682,
ENSG00000251714.1,ENSG00000251714,RN7SKP67
ENSG00000251724.1,ENSG00000251724,RNU7-175P
ENSG00000251732.1,ENSG00000251732,RN7SKP122
ENSG00000251739.1,ENSG00000251739,RNU6-1053P
ENSG00000251741.1,ENSG00000251741,RNU4ATAC13P
ENSG00000251742.1,ENSG00000251742,RN7SKP13
ENSG00000251828.1,ENSG00000251828,
ENSG00000251830.1,ENSG00000251830,
ENSG00000251831.1,ENSG00000251831,RNU6-1114P
ENSG00000251842.1,ENSG00000251842,RNU6-732P
ENSG00000251856.1,ENSG00000251856,MIR449C
ENSG00000251864.1,ENSG00000251864,
ENSG00000251873.1,ENSG00000251873,RNA5SP182
ENSG00000251877.1,ENSG00000251877,RNU2-45P
ENSG00000251878.1,ENSG00000251878,
ENSG00000251880.1,ENSG00000251880,RNU7-75P
ENSG00000251887.2,ENSG00000251887,RNU6-760P
ENSG00000251916.1,ENSG00000251916,RNU1-61P
ENSG00000251946.1,ENSG00000251946,RNU6-1023P
ENSG00000251951.1,ENSG00000251951,RN7SKP34
ENSG00000251965.1,ENSG00000251965,RNA5SP208
ENSG00000251975.1,ENSG00000251975,RNU6-718P
ENSG00000251983.1,ENSG00000251983,RN7SKP157
ENSG00000251990.1,ENSG00000251990,RNA5SP180
ENSG00000251998.1,ENSG00000251998,RNU6-168P
ENSG00000252046.1,ENSG00000252046,RNU6-150P
ENSG00000252068.1,ENSG00000252068,RNU6-390P
ENSG00000252083.1,ENSG00000252083,
ENSG00000252106.2,ENSG00000252106,RNY3P15
ENSG00000252108.1,ENSG00000252108,RNU6-1232P
ENSG00000252137.1,ENSG00000252137,RNU6-1338P
ENSG00000252156.1,ENSG00000252156,RNU6-155P
ENSG00000252157.1,ENSG00000252157,RNU6-479P
ENSG00000252169.1,ENSG00000252169,RNA5SP200
ENSG00000252185.1,ENSG00000252185,RNU6-752P
ENSG00000252202.1,ENSG00000252202,
ENSG00000252213.1,ENSG00000252213,SNORA74D
ENSG00000252218.1,ENSG00000252218,
ENSG00000252228.1,ENSG00000252228,
ENSG00000252275.1,ENSG00000252275,RNU7-192P
ENSG00000252337.1,ENSG00000252337,
ENSG00000252341.1,ENSG00000252341,
ENSG00000252343.1,ENSG00000252343,RNU2-34P
ENSG00000252373.1,ENSG00000252373,RNU6-358P
ENSG00000252457.1,ENSG00000252457,RNU7-65P
ENSG00000252458.1,ENSG00000252458,
ENSG00000252464.1,ENSG00000252464,RN7SKP70
ENSG00000252498.1,ENSG00000252498,RNU6-1016P
ENSG00000252512.1,ENSG00000252512,RNA5SP206
ENSG00000252514.1,ENSG00000252514,RNU7-53P
ENSG00000252533.1,ENSG00000252533,RNU6-572P
ENSG00000252601.1,ENSG00000252601,
ENSG00000252671.1,ENSG00000252671,
ENSG00000252684.1,ENSG00000252684,RNU6ATAC36P
ENSG00000252697.1,ENSG00000252697,RN7SKP209
ENSG00000252711.1,ENSG00000252711,RN7SKP116
ENSG00000252743.1,ENSG00000252743,RNU6-850P
ENSG00000252761.1,ENSG00000252761,
ENSG00000252767.1,ENSG00000252767,RNU6-250P
ENSG00000252794.1,ENSG00000252794,RN7SKP60
ENSG00000252833.1,ENSG00000252833,RNA5SP186
ENSG00000252861.1,ENSG00000252861,RNU6-448P
ENSG00000252867.1,ENSG00000252867,RNU6-909P
ENSG00000252881.1,ENSG00000252881,RNU6-334P
ENSG00000252891.1,ENSG00000252891,
ENSG00000252904.1,ENSG00000252904,
ENSG00000252908.1,ENSG00000252908,RNU6-1003P
ENSG00000252990.1,ENSG00000252990,RNU1-54P
ENSG00000253000.1,ENSG00000253000,RNU1-45P
ENSG00000253010.1,ENSG00000253010,RN7SKP256
ENSG00000253013.1,ENSG00000253013,
ENSG00000253015.1,ENSG00000253015,RN7SKP64
ENSG00000253023.1,ENSG00000253023,RNU7-156P
ENSG00000253026.1,ENSG00000253026,RNU6-464P
ENSG00000253032.1,ENSG00000253032,RNU6-299P
ENSG00000253057.1,ENSG00000253057,RN7SKP57
ENSG00000253065.1,ENSG00000253065,
ENSG00000253067.1,ENSG00000253067,
ENSG00000253073.1,ENSG00000253073,RN7SKP295
ENSG00000253093.1,ENSG00000253093,RNA5SP179
ENSG00000253098.1,ENSG00000253098,RNU7-161P
ENSG00000253104.1,ENSG00000253104,
ENSG00000253109.1,ENSG00000253109,RPL12P22
ENSG00000253110.1,ENSG00000253110,
ENSG00000253119.1,ENSG00000253119,HNRNPA3P7
ENSG00000253134.1,ENSG00000253134,
ENSG00000253144.1,ENSG00000253144,
ENSG00000253146.1,ENSG00000253146,CIR1P1
ENSG00000253155.1,ENSG00000253155,
ENSG00000253163.1,ENSG00000253163,
ENSG00000253172.1,ENSG00000253172,
ENSG00000253203.6,ENSG00000253203,GUSBP3
ENSG00000253213.1,ENSG00000253213,USP12P1
ENSG00000253218.1,ENSG00000253218,KLF3P1
ENSG00000253219.1,ENSG00000253219,KRT18P41
ENSG00000253224.1,ENSG00000253224,PGAM5P1
ENSG00000253244.1,ENSG00000253244,
ENSG00000253256.1,ENSG00000253256,
ENSG00000253261.1,ENSG00000253261,
ENSG00000253269.1,ENSG00000253269,
ENSG00000253297.1,ENSG00000253297,
ENSG00000253305.2,ENSG00000253305,PCDHGB6
ENSG00000253315.1,ENSG00000253315,LINC01932
ENSG00000253321.1,ENSG00000253321,
ENSG00000253331.1,ENSG00000253331,
ENSG00000253333.1,ENSG00000253333,
ENSG00000253348.1,ENSG00000253348,
ENSG00000253357.1,ENSG00000253357,
ENSG00000253366.3,ENSG00000253366,GUSBP16
ENSG00000253370.2,ENSG00000253370,
ENSG00000253403.1,ENSG00000253403,
ENSG00000253404.1,ENSG00000253404,
ENSG00000253406.1,ENSG00000253406,
ENSG00000253417.5,ENSG00000253417,LINC02159
ENSG00000253422.1,ENSG00000253422,
ENSG00000253424.1,ENSG00000253424,
ENSG00000253428.1,ENSG00000253428,LINC01942
ENSG00000253439.1,ENSG00000253439,CDC42P5
ENSG00000253445.1,ENSG00000253445,
ENSG00000253447.6,ENSG00000253447,
ENSG00000253449.1,ENSG00000253449,
ENSG00000253456.1,ENSG00000253456,
ENSG00000253469.1,ENSG00000253469,
ENSG00000253472.1,ENSG00000253472,
ENSG00000253480.1,ENSG00000253480,
ENSG00000253485.2,ENSG00000253485,PCDHGA5
ENSG00000253492.1,ENSG00000253492,CDH12P3
ENSG00000253512.1,ENSG00000253512,
ENSG00000253519.1,ENSG00000253519,
ENSG00000253520.1,ENSG00000253520,
ENSG00000253522.6,ENSG00000253522,MIR3142HG
ENSG00000253527.1,ENSG00000253527,
ENSG00000253536.1,ENSG00000253536,
ENSG00000253538.1,ENSG00000253538,
ENSG00000253558.1,ENSG00000253558,
ENSG00000253572.2,ENSG00000253572,
ENSG00000253584.1,ENSG00000253584,
ENSG00000253600.1,ENSG00000253600,
ENSG00000253613.2,ENSG00000253613,
ENSG00000253617.2,ENSG00000253617,
ENSG00000253618.1,ENSG00000253618,GRPEL2-AS1
ENSG00000253630.1,ENSG00000253630,
ENSG00000253646.1,ENSG00000253646,
ENSG00000253647.1,ENSG00000253647,KCNIP1-OT1
ENSG00000253652.1,ENSG00000253652,
ENSG00000253653.1,ENSG00000253653,
ENSG00000253660.1,ENSG00000253660,
ENSG00000253673.1,ENSG00000253673,
ENSG00000253683.1,ENSG00000253683,
ENSG00000253687.1,ENSG00000253687,
ENSG00000253693.1,ENSG00000253693,
ENSG00000253698.1,ENSG00000253698,
ENSG00000253713.1,ENSG00000253713,
ENSG00000253725.1,ENSG00000253725,
ENSG00000253743.1,ENSG00000253743,MARK2P11
ENSG00000253744.1,ENSG00000253744,
ENSG00000253766.1,ENSG00000253766,
ENSG00000253767.2,ENSG00000253767,PCDHGA8
ENSG00000253768.1,ENSG00000253768,
ENSG00000253772.1,ENSG00000253772,
ENSG00000253776.1,ENSG00000253776,
ENSG00000253785.1,ENSG00000253785,
ENSG00000253787.1,ENSG00000253787,LINC02219
ENSG00000253792.1,ENSG00000253792,
ENSG00000253798.2,ENSG00000253798,
ENSG00000253801.2,ENSG00000253801,
ENSG00000253809.1,ENSG00000253809,
ENSG00000253811.1,ENSG00000253811,
ENSG00000253816.3,ENSG00000253816,
ENSG00000253846.2,ENSG00000253846,PCDHGA10
ENSG00000253852.1,ENSG00000253852,
ENSG00000253858.1,ENSG00000253858,
ENSG00000253861.1,ENSG00000253861,SLC2A3P1
ENSG00000253865.1,ENSG00000253865,
ENSG00000253869.1,ENSG00000253869,PIGFP1
ENSG00000253886.1,ENSG00000253886,
ENSG00000253897.2,ENSG00000253897,
ENSG00000253900.1,ENSG00000253900,CDH12P4
ENSG00000253908.1,ENSG00000253908,
ENSG00000253910.2,ENSG00000253910,PCDHGB2
ENSG00000253921.1,ENSG00000253921,
ENSG00000253925.1,ENSG00000253925,
ENSG00000253927.1,ENSG00000253927,
ENSG00000253940.1,ENSG00000253940,
ENSG00000253946.1,ENSG00000253946,
ENSG00000253947.1,ENSG00000253947,
ENSG00000253959.1,ENSG00000253959,LINC01863
ENSG00000253965.1,ENSG00000253965,
ENSG00000253966.1,ENSG00000253966,
ENSG00000253979.1,ENSG00000253979,
ENSG00000253980.1,ENSG00000253980,
ENSG00000253985.1,ENSG00000253985,
ENSG00000254011.1,ENSG00000254011,
ENSG00000254012.1,ENSG00000254012,RPL10P8
ENSG00000254035.1,ENSG00000254035,
ENSG00000254047.2,ENSG00000254047,
ENSG00000254099.1,ENSG00000254099,
ENSG00000254106.1,ENSG00000254106,LINC01848
ENSG00000254130.1,ENSG00000254130,LINC01947
ENSG00000254132.1,ENSG00000254132,MTND6P3
ENSG00000254138.1,ENSG00000254138,
ENSG00000254158.1,ENSG00000254158,
ENSG00000254163.1,ENSG00000254163,
ENSG00000254164.1,ENSG00000254164,
ENSG00000254170.1,ENSG00000254170,
ENSG00000254171.1,ENSG00000254171,
ENSG00000254187.1,ENSG00000254187,
ENSG00000254192.1,ENSG00000254192,
ENSG00000254200.1,ENSG00000254200,RPL7AP33
ENSG00000254221.2,ENSG00000254221,PCDHGB1
ENSG00000254233.1,ENSG00000254233,LINC02365
ENSG00000254239.1,ENSG00000254239,
ENSG00000254246.1,ENSG00000254246,
ENSG00000254252.1,ENSG00000254252,RPL7P20
ENSG00000254256.1,ENSG00000254256,RPSAP71
ENSG00000254293.1,ENSG00000254293,
ENSG00000254295.1,ENSG00000254295,
ENSG00000254297.1,ENSG00000254297,
ENSG00000254298.1,ENSG00000254298,
ENSG00000254310.1,ENSG00000254310,
ENSG00000254328.1,ENSG00000254328,
ENSG00000254333.1,ENSG00000254333,NDST1-AS1
ENSG00000254335.1,ENSG00000254335,CDH12P1
ENSG00000254336.1,ENSG00000254336,
ENSG00000254350.1,ENSG00000254350,
ENSG00000254351.1,ENSG00000254351,ARL2BPP5
ENSG00000254363.6,ENSG00000254363,
ENSG00000254365.1,ENSG00000254365,
ENSG00000254373.1,ENSG00000254373,
ENSG00000254391.1,ENSG00000254391,
ENSG00000254701.3,ENSG00000254701,
ENSG00000254821.1,ENSG00000254821,
ENSG00000254870.5,ENSG00000254870,ATP6V1G2-DDX39B
ENSG00000254893.6,ENSG00000254893,
ENSG00000254996.5,ENSG00000254996,ANKHD1-EIF4EBP3
ENSG00000255152.8,ENSG00000255152,MSH5-SAPCD1
ENSG00000255552.7,ENSG00000255552,LY6G6E
ENSG00000255622.3,ENSG00000255622,PCDHB17P
ENSG00000255633.5,ENSG00000255633,MTRNR2L9
ENSG00000255647.3,ENSG00000255647,
ENSG00000255726.1,ENSG00000255726,
ENSG00000255883.1,ENSG00000255883,FUNDC2P1
ENSG00000255899.1,ENSG00000255899,
ENSG00000256166.1,ENSG00000256166,LINC02571
ENSG00000256235.2,ENSG00000256235,SMIM3
ENSG00000256851.1,ENSG00000256851,
ENSG00000258388.7,ENSG00000258388,PPT2-EGFL8
ENSG00000258834.4,ENSG00000258834,DUX4L4
ENSG00000258864.1,ENSG00000258864,
ENSG00000259040.5,ENSG00000259040,BLOC1S5-TXNDC5
ENSG00000259603.1,ENSG00000259603,
ENSG00000259663.2,ENSG00000259663,
ENSG00000259757.1,ENSG00000259757,
ENSG00000259802.1,ENSG00000259802,
ENSG00000259861.1,ENSG00000259861,
ENSG00000259968.3,ENSG00000259968,
ENSG00000260066.1,ENSG00000260066,
ENSG00000260515.1,ENSG00000260515,
ENSG00000260574.1,ENSG00000260574,
ENSG00000260581.1,ENSG00000260581,
ENSG00000260596.5,ENSG00000260596,DUX4
ENSG00000260604.2,ENSG00000260604,
ENSG00000260645.2,ENSG00000260645,
ENSG00000260673.1,ENSG00000260673,
ENSG00000260686.1,ENSG00000260686,
ENSG00000260761.1,ENSG00000260761,
ENSG00000260763.1,ENSG00000260763,
ENSG00000260774.1,ENSG00000260774,
ENSG00000260786.1,ENSG00000260786,
ENSG00000260871.1,ENSG00000260871,
ENSG00000260981.1,ENSG00000260981,
ENSG00000261037.1,ENSG00000261037,
ENSG00000261068.2,ENSG00000261068,
ENSG00000261071.1,ENSG00000261071,
ENSG00000261080.1,ENSG00000261080,RUNX2-AS1
ENSG00000261116.1,ENSG00000261116,
ENSG00000261189.1,ENSG00000261189,
ENSG00000261211.1,ENSG00000261211,
ENSG00000261269.1,ENSG00000261269,
ENSG00000261272.1,ENSG00000261272,MUC22
ENSG00000261360.1,ENSG00000261360,
ENSG00000261382.1,ENSG00000261382,
ENSG00000261434.1,ENSG00000261434,
ENSG00000261548.1,ENSG00000261548,HLA-P
ENSG00000261584.1,ENSG00000261584,
ENSG00000261604.1,ENSG00000261604,
ENSG00000261730.1,ENSG00000261730,
ENSG00000261745.2,ENSG00000261745,
ENSG00000261757.1,ENSG00000261757,
ENSG00000261839.1,ENSG00000261839,
ENSG00000261914.2,ENSG00000261914,RPL23AP84
ENSG00000261934.2,ENSG00000261934,PCDHGA9
ENSG00000261970.1,ENSG00000261970,
ENSG00000262048.1,ENSG00000262048,
ENSG00000262096.2,ENSG00000262096,PCDHB19P
ENSG00000262211.1,ENSG00000262211,
ENSG00000262400.1,ENSG00000262400,
ENSG00000262566.1,ENSG00000262566,
ENSG00000262651.1,ENSG00000262651,
ENSG00000262803.1,ENSG00000262803,
ENSG00000263020.6,ENSG00000263020,
ENSG00000263361.1,ENSG00000263361,MIR378H
ENSG00000263426.2,ENSG00000263426,RN7SL471P
ENSG00000263432.2,ENSG00000263432,RN7SL689P
ENSG00000263458.1,ENSG00000263458,MIR4455
ENSG00000263533.1,ENSG00000263533,MIR4463
ENSG00000263556.2,ENSG00000263556,RN7SL383P
ENSG00000263572.2,ENSG00000263572,MIR7853
ENSG00000263593.1,ENSG00000263593,MIR4804
ENSG00000263597.1,ENSG00000263597,MIR3936
ENSG00000263608.2,ENSG00000263608,RN7SL353P
ENSG00000263649.1,ENSG00000263649,MIR3135B
ENSG00000263670.1,ENSG00000263670,MIR4457
ENSG00000263705.1,ENSG00000263705,MIR5689
ENSG00000263712.1,ENSG00000263712,MIR4639
ENSG00000263746.1,ENSG00000263746,MIR4277
ENSG00000263756.1,ENSG00000263756,
ENSG00000263831.1,ENSG00000263831,MIR378E
ENSG00000263834.1,ENSG00000263834,MIR4635
ENSG00000263894.1,ENSG00000263894,MIR3925
ENSG00000263926.1,ENSG00000263926,MIR4462
ENSG00000263963.1,ENSG00000263963,
ENSG00000264017.2,ENSG00000264017,RN7SL336P
ENSG00000264056.1,ENSG00000264056,MIR5685
ENSG00000264099.1,ENSG00000264099,MIR4803
ENSG00000264233.1,ENSG00000264233,MIR4456
ENSG00000264249.1,ENSG00000264249,MIR3912
ENSG00000264281.3,ENSG00000264281,
ENSG00000264342.3,ENSG00000264342,MIR3660
ENSG00000264391.2,ENSG00000264391,RN7SL208P
ENSG00000264536.1,ENSG00000264536,MIR5706
ENSG00000264549.1,ENSG00000264549,SNORD95
ENSG00000264563.1,ENSG00000264563,MIR4633
ENSG00000264732.1,ENSG00000264732,MIR4638
ENSG00000264760.1,ENSG00000264760,MIR3141
ENSG00000264792.1,ENSG00000264792,MIR4637
ENSG00000265083.1,ENSG00000265083,MIR3691
ENSG00000265123.2,ENSG00000265123,RN7SL200P
ENSG00000265135.1,ENSG00000265135,MIR5687
ENSG00000265160.1,ENSG00000265160,MIR5003
ENSG00000265236.1,ENSG00000265236,SNORD84
ENSG00000265237.1,ENSG00000265237,MIR3142
ENSG00000265304.1,ENSG00000265304,MIR3650
ENSG00000265421.1,ENSG00000265421,
ENSG00000265439.2,ENSG00000265439,RN7SL811P
ENSG00000265527.1,ENSG00000265527,MIR5690
ENSG00000265565.1,ENSG00000265565,MIR3143
ENSG00000265684.2,ENSG00000265684,RN7SL378P
ENSG00000265691.1,ENSG00000265691,MIR4460
ENSG00000265699.1,ENSG00000265699,MIR548AE2
ENSG00000265740.2,ENSG00000265740,RN7SL339P
ENSG00000265818.1,ENSG00000265818,EEF1E1-BLOC1S5
ENSG00000265919.1,ENSG00000265919,MIR4280
ENSG00000265924.1,ENSG00000265924,MIR5692C1
ENSG00000266180.1,ENSG00000266180,MIR4282
ENSG00000266243.1,ENSG00000266243,MIR4279
ENSG00000266329.1,ENSG00000266329,MIR4281
ENSG00000266415.1,ENSG00000266415,MIR4636
ENSG00000266477.2,ENSG00000266477,RN7SL616P
ENSG00000266478.1,ENSG00000266478,MIR5197
ENSG00000266494.1,ENSG00000266494,MIR4641
ENSG00000266509.1,ENSG00000266509,MIR3934
ENSG00000266579.1,ENSG00000266579,
ENSG00000266619.1,ENSG00000266619,MIR4642
ENSG00000266680.1,ENSG00000266680,
ENSG00000266698.1,ENSG00000266698,MIR3945
ENSG00000266750.1,ENSG00000266750,MIR4645
ENSG00000266751.1,ENSG00000266751,MIR3661
ENSG00000266760.1,ENSG00000266760,MIR4464
ENSG00000266776.1,ENSG00000266776,MIR4646
ENSG00000266890.1,ENSG00000266890,MIR4634
ENSG00000268223.5,ENSG00000268223,ARL14EPL
ENSG00000268745.1,ENSG00000268745,
ENSG00000268942.2,ENSG00000268942,CKS1BP3
ENSG00000269387.1,ENSG00000269387,
ENSG00000269961.1,ENSG00000269961,
ENSG00000269964.3,ENSG00000269964,MEI4
ENSG00000269966.1,ENSG00000269966,
ENSG00000269983.1,ENSG00000269983,
ENSG00000269985.1,ENSG00000269985,
ENSG00000270021.1,ENSG00000270021,
ENSG00000270123.4,ENSG00000270123,VTRNA2-1
ENSG00000270133.1,ENSG00000270133,
ENSG00000270174.1,ENSG00000270174,
ENSG00000270177.1,ENSG00000270177,
ENSG00000270225.1,ENSG00000270225,MTCO2P22
ENSG00000270230.1,ENSG00000270230,MTND6P22
ENSG00000270232.1,ENSG00000270232,MTCYBP22
ENSG00000270243.1,ENSG00000270243,
ENSG00000270306.1,ENSG00000270306,
ENSG00000270307.1,ENSG00000270307,MTATP6P2
ENSG00000270326.1,ENSG00000270326,
ENSG00000270350.1,ENSG00000270350,MTND4LP5
ENSG00000270362.1,ENSG00000270362,HMGN3-AS1
ENSG00000270382.1,ENSG00000270382,
ENSG00000270388.1,ENSG00000270388,MTCO3P22
ENSG00000270426.1,ENSG00000270426,
ENSG00000270430.1,ENSG00000270430,
ENSG00000270442.1,ENSG00000270442,
ENSG00000270477.1,ENSG00000270477,
ENSG00000270495.1,ENSG00000270495,
ENSG00000270504.1,ENSG00000270504,
ENSG00000270509.1,ENSG00000270509,
ENSG00000270513.1,ENSG00000270513,
ENSG00000270521.1,ENSG00000270521,
ENSG00000270558.1,ENSG00000270558,
ENSG00000270560.1,ENSG00000270560,APOOP1
ENSG00000270604.5,ENSG00000270604,HCG17
ENSG00000270612.1,ENSG00000270612,
ENSG00000270666.1,ENSG00000270666,
ENSG00000270695.1,ENSG00000270695,
ENSG00000270697.1,ENSG00000270697,
ENSG00000270706.1,ENSG00000270706,PRMT1P1
ENSG00000270741.1,ENSG00000270741,PRELID3BP8
ENSG00000270761.1,ENSG00000270761,
ENSG00000270779.1,ENSG00000270779,
ENSG00000270800.3,ENSG00000270800,RPS10-NUDT3
ENSG00000270830.1,ENSG00000270830,
ENSG00000270839.1,ENSG00000270839,
ENSG00000270892.1,ENSG00000270892,
ENSG00000270896.1,ENSG00000270896,
ENSG00000270900.1,ENSG00000270900,NUDT19P4
ENSG00000270904.1,ENSG00000270904,
ENSG00000270906.1,ENSG00000270906,MTND4P35
ENSG00000270935.1,ENSG00000270935,
ENSG00000270937.1,ENSG00000270937,
ENSG00000270978.1,ENSG00000270978,
ENSG00000270989.1,ENSG00000270989,
ENSG00000271035.1,ENSG00000271035,
ENSG00000271043.2,ENSG00000271043,MTRNR2L2
ENSG00000271045.1,ENSG00000271045,NDUFB9P1
ENSG00000271071.1,ENSG00000271071,
ENSG00000271108.1,ENSG00000271108,KATNBL1P5
ENSG00000271111.1,ENSG00000271111,
ENSG00000271114.1,ENSG00000271114,
ENSG00000271119.1,ENSG00000271119,
ENSG00000271128.1,ENSG00000271128,
ENSG00000271162.1,ENSG00000271162,
ENSG00000271196.1,ENSG00000271196,
ENSG00000271207.1,ENSG00000271207,MTCO1P22
ENSG00000271218.1,ENSG00000271218,
ENSG00000271227.1,ENSG00000271227,SREK1IP1P2
ENSG00000271230.1,ENSG00000271230,
ENSG00000271231.1,ENSG00000271231,KRT18P9
ENSG00000271245.1,ENSG00000271245,
ENSG00000271257.1,ENSG00000271257,
ENSG00000271296.1,ENSG00000271296,H3P19
ENSG00000271304.2,ENSG00000271304,DPRXP2
ENSG00000271307.3,ENSG00000271307,
ENSG00000271328.1,ENSG00000271328,B3GNTL1P2
ENSG00000271338.1,ENSG00000271338,
ENSG00000271361.1,ENSG00000271361,HTATSF1P2
ENSG00000271362.1,ENSG00000271362,
ENSG00000271367.1,ENSG00000271367,
ENSG00000271373.1,ENSG00000271373,NANOGP3
ENSG00000271378.1,ENSG00000271378,RBISP2
ENSG00000271410.1,ENSG00000271410,
ENSG00000271440.1,ENSG00000271440,
ENSG00000271455.1,ENSG00000271455,
ENSG00000271477.1,ENSG00000271477,
ENSG00000271480.1,ENSG00000271480,MTND3P19
ENSG00000271494.1,ENSG00000271494,
ENSG00000271530.1,ENSG00000271530,WBP1LP12
ENSG00000271581.1,ENSG00000271581,
ENSG00000271585.1,ENSG00000271585,SELENOTP2
ENSG00000271646.1,ENSG00000271646,
ENSG00000271679.1,ENSG00000271679,LSM1P2
ENSG00000271681.1,ENSG00000271681,
ENSG00000271687.1,ENSG00000271687,MTND5P10
ENSG00000271714.1,ENSG00000271714,
ENSG00000271715.1,ENSG00000271715,
ENSG00000271724.1,ENSG00000271724,
ENSG00000271737.1,ENSG00000271737,
ENSG00000271752.1,ENSG00000271752,
ENSG00000271754.1,ENSG00000271754,
ENSG00000271755.1,ENSG00000271755,
